name,Price,Processor Brand,Processor Name,RAM,SSD Capacity,Graphic Processor,Screen Size,Screen Resolution,Additional Features,user rating,simulated_reviews
"Acer Aspire Athlon Dual Core 3050U - (4 Gb/256 Gb Ssd/Windows 10 Home) A315-23 Laptop  (15.6 Inch, Pure Silver, 1.9 Kg)",319.9,Amd,Athlon Dual Core,4.0,256.0,Amd Radeon Amd,39.62 cm (15.6 inch),1366 x 768 Pixel,"Narrow bezel, Precision Touchpad",4.2,"This laptop has the following features: narrow bezel, precision touchpad. Users find it reliable and suitable for its intended purpose."
"Lenovo Core I3 10Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) 81Wb010Xin Laptop  (15.6 Inch, Platinum Grey, With Ms Office)",409.9,Intel,Core I3,4.0,256.0,Intel Integrated,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,No additional features provided.,5.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I3 10Th Gen - (8 Gb/256 Gb Ssd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Accent Black, 1.85 Kg, With Ms Office)",425.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,3.9,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Insprion 3511 Core I3 11Th Gen - (8 Gb/1 Tb Hdd/Windows 10 Home) D560567Win9B Laptop  (15.6 Inch, Carbon Black, With Ms Office)",429.0,Intel,Core I3,8.0,,Intel Integrated Intel,39.62 cm (15.6 inch),1920X1080 pixel,No additional features provided.,3.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 3 Chromebook Celeron Dual Core 4Th Gen - (4 Gb/64 Gb Emmc Storage/Chrome Os) 14Igl05 Chromebook  (14 Inch, Platinum Grey, 1.4 Kg)",249.9,Intel,Celeron Dual Core,4.0,,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,2.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell G15 Ryzen 5 Hexa Core 5600H - (8 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Rtx 3050) G15-5515 Gaming Laptop  (15.6 Inch, Phantom Grey, 2.4 Kg, With Ms Office)",839.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Nvidia Geforce Rtx 3050,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Omen Ryzen 9 Octa Core 5900H - (16 Gb/1 Tb Ssd/Windows 10 Home/8 Gb Graphics/Amd Radeon Rx 6600M) 16-C0141Ax Gaming Laptop  (16.1 Inch, Mica Silver, 2.23 Kg, With Ms Office)",1389.9,Amd,Ryzen 9 Octa Core,16.0,1024.0,Amd Radeon Rx 6600M,40.89 cm (16.1 inch),2560 x 1440 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/2 Gb Graphics) X515Ep-Bq512Ts Thin And Light Laptop  (15.6 Inch, Transparent Silver, With Ms Office)",564.49,Intel,Core I5,8.0,256.0,Nvidia Geforce Mx 330,39.62 cm (15.6 inch),1920x1080 pixel,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) D560587Win9S Laptop  (15.6 Inch, Platinum Silver, With Ms Office)",695.0,Intel,Core I5,16.0,512.0,Intel Integrated Ddr4,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,3.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell G15 Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10/6 Gb Graphics/Nvidia Geforce Rtx 3060/120 Hz) G15-5511 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 Kg, With Ms Office)",1349.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Alienware Command Center, sRGB 45% Color Gamut, 25ms Response Time, Improved Power, Game Shift Technology, Game Ready Graphics",4.3,"This laptop has the following features: alienware command center, srgb 45% color gamut, 25ms response time, improved power, game shift technology, game ready graphics. Users find it reliable and suitable for its intended purpose."
"Dell Inspiron Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10/2 Gb Graphics) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon, 1.85 Kg, With Ms Office)",710.0,Intel,Core I5,8.0,256.0,Nvidia Geforce Mx350,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,3.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Nokia Purebook S14 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Nki511Tl85S Thin And Light Laptop  (14 Inch, Black, 1.4 Kg)",459.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Nokia Purebook S14 Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) Nki511Tl165S Thin And Light Laptop  (14 Inch, Black, 1.4 Kg)",499.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.58 Kg, With Ms Office)",419.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10/2 Gb Graphics) Inspiron 5410 2 In 1 Laptop  (14 Inch, Platinum Silver, 1.5 Kg, With Ms Office)",829.9,Intel,Core I5,8.0,512.0,Intel Integrated Mx350,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10) Inspiron 5418 Thin And Light Laptop  (14 Inch, Platinum Silver, 1.46 Kg, With Ms Office)",710.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10) Inspiron 5410 2 In 1 Laptop  (14 Inch, Platinum Silver, 1.5 Kg, With Ms Office)",739.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I3 10Th Gen - (8 Gb/1 Tb Hdd/Windows 10) Inspiron 3511 Thin And Light Laptop  (14.96 Inch, Platinum Silver, 1.85 Kg, With Ms Office)",413.9,Intel,Core I3,8.0,,Intel Integrated Uhd,38.0 cm (14.96 inch),1920 x 1080 Pixel,No additional features provided.,3.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell G15 Ryzen 5 Hexa Core 5600H - (16 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Rtx 3050) G15-5515 Gaming Laptop  (15.6 Inch, Phantom Grey, 2.4 Kg, With Ms Office)",834.9,Amd,Ryzen 5 Hexa Core,16.0,512.0,Nvidia Geforce Rtx 3050,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I3 10Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Platinum Silver, 1.85 Kg, With Ms Office)",468.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,2.9,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Athlon Dual Core 3050U - (4 Gb/256 Gb Ssd/Windows 10) Inspiron 3505 Thin And Light Laptop  (15.6 Inch, Soft Mint, 1.83 Kg, With Ms Office)",384.99,Amd,Athlon Dual Core,4.0,256.0,Amd Radeon Amd,39.62 cm (15.6 Inch),1366 x 768 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Spectre X360 13 Series Intel Evo Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) 13-Aw2003Tu Thin And Light Laptop  (13.3 Inch, Poseidon Blue, 1.27 Kg, With Ms Office)",1050.0,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,33.78 cm (13.3 inch),1920 x 1280 Pixel,No additional features provided.,5.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I3 10Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon, 1.85 Kg, With Ms Office)",444.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Ryzen 5 Quad Core 3450U - (8 Gb/256 Gb Ssd/Windows 10) Inspiron 3505 Notebook  (15.6 Inch, Soft Mint, 1.83 Kg, With Ms Office)",424.9,Amd,Ryzen 5 Quad Core,8.0,256.0,Amd Radeon Vega,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Nokia Purebook S14 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Nki510Tl85S Thin And Light Laptop  (14 Inch, Black, 1.4 Kg)",399.9,Intel,Core I5,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1366 x 768 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Hp Envy Intel Evo Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics) 14-Eb0019Tx Thin And Light Laptop  (14 Inch, Natural Silver, 1.59 Kg, With Ms Office)",791.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Gtx Gtx,35.56 cm (14 inch),3840 x 2160 Pixel,63.3 Wh Li-ion polymer,4.3,This laptop has the following features: 63.3 wh li-ion polymer. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10) Vostro 3000 Thin And Light Laptop  (14 Inch, Accent Black, 1.58 Kg, With Ms Office)",619.0,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell G15 Core I7 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Rtx 3050Ti/120 Hz) G15-5511 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 Kg, With Ms Office)",1089.9,Intel,Core I7,16.0,512.0,Nvidia Geforce Rtx 3050Ti,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Alienware Command Center, sRGB 45% Color Gamut, 25ms Response Time, Improved Power, Game Shift Technology, Game Ready Graphics",4.5,"This laptop has the following features: alienware command center, srgb 45% color gamut, 25ms response time, improved power, game shift technology, game ready graphics. Users find it reliable and suitable for its intended purpose."
"Dell Vostro Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Vostro 3400 Thin And Light Laptop  (14 Inch, Accent Black, 1.58 Kg, With Ms Office)",499.9,Intel,Core I5,8.0,256.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,3.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10/2 Gb Graphics) Inspiron 5410 2 In 1 Laptop  (14 Inch, Platinum Silver, 1.5 Kg, With Ms Office)",809.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Mx350,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I3 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon, 1.85 Kg, With Ms Office)",494.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Spectre X360 14 Intel Evo Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Pro) 14-Ea0542Tu 2 In 1 Laptop  (13.5 Inch, Nightfall Black, 1.34 Kg)",1159.9,Intel,Core I5,16.0,512.0,,34.29 cm (13.5 inch),1920 x 1280 Pixels,"Stop Visual Hacking, Mute Mic, See More Scroll Less, 3:2 Screen Aspect Ratio, HP Quickdrop, Adaptive Color, Intelligently Adapts To You, Alexa Built-in, HP Rechargeable MPP2.0 Tilt Pen, MU-MIMO Supported, Miracast Compatible",4.3,"This laptop has the following features: stop visual hacking, mute mic, see more scroll less, 3:2 screen aspect ratio, hp quickdrop, adaptive color, intelligently adapts to you, alexa built-in, hp rechargeable mpp2.0 tilt pen, mu-mimo supported, miracast compatible. Users find it reliable and suitable for its intended purpose."
"Asus Core I5 10Th Gen - (8 Gb/1 Tb Hdd/Windows 10 Home) X515Ja-Ej502T Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)",449.9,Intel,Core I5,8.0,,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixels,"BIOS Booting User Password Protection, 37WHrs, 2S1P, 2-cell Li-ion, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz Universal",4.0,"This laptop has the following features: bios booting user password protection, 37whrs, 2s1p, 2-cell li-ion, output: 19v dc, 2.37a, 45w, input: 100~240v ac 50/60hz universal. Users find it reliable and suitable for its intended purpose."
"Asus Rog Flow X13 Ryzen 9 Octa Core 5900Hs - (16 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050/120 Hz) Gv301Qc-K6100Ts 2 In 1 Gaming Laptop  (13.4 Inch, Off&Black, 1.30 Kg, With Ms Office)",1329.9,Amd,Ryzen 9 Octa Core,16.0,1024.0,Nvidia Geforce Rtx 3050,34.04 cm (13.4 inch),1920 x 1200 Pixels,"BIOS Administrator Password and User Password Protection, TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz Universal, GV301 Sleeve Bag, Pen",4.1,"This laptop has the following features: bios administrator password and user password protection, type-c, 100w ac adapter, output: 20v dc, 5a, 100w, input: 100~240v ac, 50/60hz universal, gv301 sleeve bag, pen. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook K15 Oled (2022) Ryzen 5 Hexa Core 5500U - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home) Km513Ua-L503Ts Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",589.9,Amd,Ryzen 5 Hexa Core,8.0,256.0,Amd Radeon Amd,39.62 cm (15.6 inch),1920 x 1080 Pixel,42WHrs Li-ion,4.4,This laptop has the following features: 42whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook K15 Oled (2022) Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) K513Ea-L302Ts Thin And Light Laptop  (15.6 Inch, Indie Black, 1.80 Kg, With Ms Office)",469.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,42WHr Li-ion Battery,4.5,This laptop has the following features: 42whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Rog Flow X13 Ryzen 9 Octa Core 5900Hs - (32 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti/120 Hz) Gv301Qe-K6153Ts 2 In 1 Gaming Laptop  (13.4 Inch, Off&Black, 1.30 Kg, With Ms Office)",1429.9,Amd,Ryzen 9 Octa Core,32.0,1024.0,Nvidia Geforce Rtx 3050 Ti,34.04 cm (13.4 inch),1920 x 1200 Pixels,"BIOS Administrator Password and User Password Protection, TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz Universal, GV301 Sleeve Bag, Pen",4.3,"This laptop has the following features: bios administrator password and user password protection, type-c, 100w ac adapter, output: 20v dc, 5a, 100w, input: 100~240v ac, 50/60hz universal, gv301 sleeve bag, pen. Users find it reliable and suitable for its intended purpose."
"Asus Rog Strix Ryzen 9 Octa Core 5900Hx - (16 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti/300 Hz) G513Qe-Hf145T Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)",1179.9,Amd,Ryzen 9 Octa Core,16.0,1024.0,Nvidia Geforce Rtx 3050 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,90WHrs Li-ion,4.6,This laptop has the following features: 90whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Zephyrus M16 (2021) Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home/6 Gb Graphics/Nvidia Geforce Rtx Rtx 3060) Gu603Hm-K8073Ts Gaming Laptop  (16 Inch, Off Black, 1.90 Kg, With Ms Office)",1549.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx Rtx 3060,40.64 cm (16 inch),2560 x 1600 Pixel,"90WHrs, 4S1P, 4-cell Li-ion",4.4,"This laptop has the following features: 90whrs, 4s1p, 4-cell li-ion. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook K15 Oled (2021) Core I5 11Th Gen - (16 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home) K513Ea-L523Ts Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",679.9,Intel,Core I5,16.0,256.0,Intel Integrated Iris Xe,39.62 cm (15.6 inch),1920 x 1080 Pixels,"BIOS Booting User Password Protection, 42WHrs, 3S1P, 3-cell Li-ion, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz Universal",4.4,"This laptop has the following features: bios booting user password protection, 42whrs, 3s1p, 3-cell li-ion, output: 19v dc, 3.42a, 65w, input: 100~240v ac 50/60hz universal. Users find it reliable and suitable for its intended purpose."
"Asus Rog Flow X13 Ryzen 9 Octa Core 5900Hs - (32 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti/60 Hz) Gv301Qe-K5152Ts 2 In 1 Gaming Laptop  (13.4 Inch, Off&Black, 1.30 Kg, With Ms Office)",1569.9,Amd,Ryzen 9 Octa Core,32.0,1024.0,Nvidia Geforce Rtx 3050 Ti,34.04 cm (13.4 inch),3840 x 2400 Pixels,"BIOS Administrator Password and User Password Protection, TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz Universal, GV301 Sleeve Bag, Pen",4.3,"This laptop has the following features: bios administrator password and user password protection, type-c, 100w ac adapter, output: 20v dc, 5a, 100w, input: 100~240v ac, 50/60hz universal, gv301 sleeve bag, pen. Users find it reliable and suitable for its intended purpose."
"Asus Zephyrus M16 (2021) Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx Rtx 3050) Gu603He-Kr051Ts Gaming Laptop  (16 Inch, Off Black, 1.90 Kg Kg, With Ms Office)",1299.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx Rtx 3050,40.64 cm (16 inch),1920 x 1200 Pixel,"90WHrs, 4S1P, 4-cell Li-ion",4.3,"This laptop has the following features: 90whrs, 4s1p, 4-cell li-ion. Users find it reliable and suitable for its intended purpose."
